Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),YOLO Time (s),Beam Sweep Time (s)
20250714_075201_877,-90,NO_RADIO,27,-7.3,37,-7.3,7.480732542091573,0.06384563446044922,0.1712639331817627
20250714_075202_113,-90,25,25,-10.2,39,-10.2,7.147477892760946,0.1022939682006836,0.15226483345031738
20250714_075202_369,-90,NO_RADIO,25,-10.2,39,-10.2,6.745863373470044,0.06475639343261719,0.20086407661437988
20250714_075202_635,-90,23,23,-13.1,41,-13.1,6.906168841222197,0.10644769668579102,0.10799503326416016
20250714_075202_851,-90,22,22,-14.5,42,-14.5,7.11428124432021,0.0952906608581543,0.1661849021911621
20250714_075203_113,-90,20,20,-17.4,44,-17.4,6.758459858389003,0.09784102439880371,0.1086580753326416
20250714_075203_321,-90,19,19,-18.9,45,-18.9,7.114516451166722,0.09638714790344238,0.1629657745361328
20250714_075203_581,-90,17,17,-21.8,47,-21.8,6.9098186575230045,0.12721562385559082,0.10957098007202148
20250714_075203_819,-90,NO_RADIO,17,-21.8,47,-21.8,9.323711042956063,0.06430292129516602,0.1629645824432373
20250714_075204_047,-90,14,14,-26.1,50,-26.1,9.225390852382873,0.10236406326293945,0.18614792823791504
20250714_075204_337,-90,NO_RADIO,14,-26.1,50,-26.1,6.902250352886,0.06390213966369629,0.16372895240783691
20250714_075204_565,-90,NO_RADIO,14,-26.1,50,-26.1,7.471858005970461,0.06578278541564941,0.10849905014038086
20250714_075204_741,-90,NO_RADIO,14,-26.1,50,-26.1,8.27361424056761,0.07268166542053223,0.17748451232910156
20250714_075204_992,-90,NO_RADIO,14,-26.1,50,-26.1,8.112219139031112,0.07380819320678711,0.20219683647155762
20250714_075205_269,-90,NO_RADIO,14,-26.1,50,-26.1,18.996576569886045,0.07697582244873047,0.4265158176422119
20250714_075205_773,-90,NO_RADIO,14,-26.1,50,-26.1,19.014225829018457,0.07657670974731445,0.8702089786529541
20250714_075206_721,-90,51,51,27.6,13,27.6,24.274802586969386,0.11367678642272949,0.21772527694702148
20250714_075207_054,-90,49,49,24.7,15,24.7,24.176419391066105,0.09520435333251953,0.20700979232788086
20250714_075207_357,-90,47,47,21.8,17,21.8,22.191891522056494,0.09471464157104492,0.21841716766357422
20250714_075207_671,-90,45,45,18.9,19,18.9,22.578817714926146,0.09537124633789062,0.15709590911865234
20250714_075207_925,-90,43,43,16.0,21,16.0,8.030087823769463,0.09501361846923828,0.2685270309448242
20250714_075208_289,-90,NO_RADIO,43,16.0,21,16.0,12.747875599384727,0.06415915489196777,0.19797277450561523
20250714_075208_553,-90,NO_RADIO,43,16.0,21,16.0,14.033943024014334,0.06965804100036621,0.16424059867858887
20250714_075208_788,-90,NO_RADIO,43,16.0,21,16.0,14.682237391629542,0.07259273529052734,0.11372613906860352
20250714_075208_975,-90,NO_RADIO,43,16.0,21,16.0,19.393763112117725,0.07478713989257812,0.22442388534545898
20250714_075209_275,-90,NO_RADIO,43,16.0,21,16.0,20.782399147718806,0.07564091682434082,0.10713362693786621
20250714_075209_459,-90,NO_RADIO,43,16.0,21,16.0,13.27181234180567,0.07465553283691406,0.1646101474761963
20250714_075209_699,-90,NO_RADIO,43,16.0,21,16.0,17.7122010265186,0.07317829132080078,0.12970447540283203
20250714_075209_903,-90,NO_RADIO,43,16.0,21,16.0,28.859729452429633,0.07829785346984863,0.16500306129455566
20250714_075210_147,-90,27,27,-7.3,37,-7.3,28.085702674748262,0.10851860046386719,0.10772514343261719
20250714_075210_365,-90,NO_RADIO,27,-7.3,37,-7.3,11.940430778337998,0.06447505950927734,0.1648721694946289
20250714_075210_595,-90,NO_RADIO,27,-7.3,37,-7.3,11.308173530992079,0.06904029846191406,0.10782265663146973
20250714_075210_773,-90,NO_RADIO,27,-7.3,37,-7.3,9.747926815084895,0.07422256469726562,0.16478443145751953
20250714_075211_013,-90,NO_RADIO,27,-7.3,37,-7.3,11.660470095582468,0.07518672943115234,0.10936331748962402
20250714_075211_199,-90,19,19,-18.9,45,-18.9,23.492070204787638,0.1089620590209961,0.16438651084899902
20250714_075211_473,-90,17,17,-21.8,47,-21.8,22.33675432230106,0.09761929512023926,0.17305421829223633
20250714_075211_745,-90,16,16,-23.2,48,-23.2,8.749083170855641,0.09944534301757812,0.18409109115600586
20250714_075212_029,-90,14,14,-26.1,50,-26.1,9.423629196839158,0.09807658195495605,0.2043752670288086
20250714_075212_333,-90,NO_RADIO,14,-26.1,50,-26.1,13.568039928384806,0.06698989868164062,0.16843867301940918
20250714_075212_569,-90,NO_RADIO,14,-26.1,50,-26.1,12.315180593288076,0.07078838348388672,0.12567996978759766
20250714_075212_767,-90,NO_RADIO,14,-26.1,50,-26.1,8.015159558328804,0.07515859603881836,0.1662120819091797
20250714_075213_009,-90,NO_RADIO,14,-26.1,50,-26.1,7.690318811100298,0.07540369033813477,0.23328161239624023
20250714_075213_319,-90,48,48,23.2,16,23.2,6.351163408880325,0.10858488082885742,0.340869665145874
20250714_075213_769,-90,NO_RADIO,48,23.2,16,23.2,6.6031206675194625,0.09756660461425781,0.11498522758483887
20250714_075213_983,-90,NO_RADIO,48,23.2,16,23.2,6.3624127377829325,0.07321286201477051,0.17200207710266113
20250714_075214_229,-90,NO_RADIO,48,23.2,16,23.2,6.564296169035686,0.07487154006958008,0.22768187522888184
20250714_075214_533,-90,NO_RADIO,48,23.2,16,23.2,6.234214231863049,0.06689310073852539,0.42858195304870605
20250714_075215_029,-90,NO_RADIO,48,23.2,16,23.2,6.224446989735128,0.0729975700378418,0.28171706199645996
20250714_075215_385,-90,NO_RADIO,48,23.2,16,23.2,6.630978341578853,0.07457780838012695,0.36695122718811035
20250714_075215_827,-90,NO_RADIO,48,23.2,16,23.2,6.183673516682148,0.0762033462524414,0.20612168312072754
20250714_075216_111,-90,NO_RADIO,48,23.2,16,23.2,6.597793598808167,0.07456278800964355,0.16272568702697754
20250714_075216_349,-90,NO_RADIO,48,23.2,16,23.2,6.605836013899918,0.07598042488098145,0.12066960334777832
20250714_075216_547,-90,NO_RADIO,48,23.2,16,23.2,6.2596690970127185,0.07586407661437988,0.16952800750732422
20250714_075216_793,-90,NO_RADIO,48,23.2,16,23.2,6.266125749243088,0.07567167282104492,0.1088418960571289
20250714_075216_979,-90,NO_RADIO,48,23.2,16,23.2,6.42623353006914,0.07756209373474121,0.16782307624816895
20250714_075217_225,-90,NO_RADIO,48,23.2,16,23.2,6.42909962633675,0.0771791934967041,0.14372801780700684
20250714_075217_447,-90,18,18,-20.3,46,-20.3,6.432796493410507,0.11001205444335938,0.16301918029785156
20250714_075217_721,-90,16,16,-23.2,48,-23.2,6.282600340465947,0.09732627868652344,0.1093440055847168
20250714_075217_929,-90,14,14,-26.1,50,-26.1,6.6430159777859075,0.0949411392211914,0.4005131721496582
20250714_075218_425,-90,NO_RADIO,14,-26.1,50,-26.1,6.647004552309994,0.06537938117980957,0.1952683925628662
20250714_075218_687,-90,NO_RADIO,14,-26.1,50,-26.1,6.701235866806741,0.07197761535644531,0.20738577842712402
20250714_075218_967,-90,NO_RADIO,14,-26.1,50,-26.1,6.707216753975672,0.11055588722229004,0.10788941383361816
20250714_075219_187,-90,NO_RADIO,14,-26.1,50,-26.1,6.464326120106591,0.07640647888183594,0.16888117790222168
20250714_075219_433,-90,NO_RADIO,14,-26.1,50,-26.1,6.26628909983026,0.07524633407592773,0.12154889106750488
20250714_075219_631,-90,50,50,26.1,14,26.1,6.672730418783502,0.10364484786987305,0.22959232330322266
20250714_075219_965,-90,NO_RADIO,50,26.1,14,26.1,6.498316709186554,0.06487798690795898,1.1499910354614258
20250714_075221_181,-90,NO_RADIO,50,26.1,14,26.1,6.680553017868931,0.07258486747741699,0.6067202091217041
